Verse number;English;Basque;gloss;marker;allomorph;type;remarks;semantics
Jn010003;"To him the porter openeth; and the sheep hear his voice: and he calleth his own sheep by name, and leadeth them out.";"Hari irekitzen dio atezainak, eta haren ahotsa entzuten dute ardiek; ardi bakoitzari bere izenez deitu eta <artegitik> ateratzen ditu.";fence-ABL;–tik;;postposition;English verion does not encode SOURCE.;enclosure
Jn010018;No man taketh it from me, but I lay it down of myself. I have power to lay it down, and I have power to take it again. This commandment have I received <of my Father>.;Ez dit bizia inork kentzen, baizik eta nik neurez ematen dut. Neure esku dut ematea, eta neure esku berriro hartzea. Hori da <neure Aitarengandik> hartu dudan agindua»;POSS.EMPH.1SG Father.SG-ABL;–tik;–dik;postposition;;person
Jn010029;"My Father, which gave them me, is greater than all; and no man is able to pluck them out <of my Father's hand>.";Eman dizkidan nire Aita denak baino handiagoa da, eta ezin ditu inork kendu <nire Aitaren eskutik>. ;POSS.1SG father-SG-GEN hand-ABL;–tik;;postposition;;body organ
Jn010039;Therefore they sought again to take him: but he escaped out <of their hand>,;Berriro atxilotu egin nahi izan zuten, baina hark ihes egin zien <eskuetatik>.;hand-PL-ABL;–tik;;postposition;;body organ
Jn011018;Now Bethany was <nigh unto Jerusalem>, about fifteen furlongs off:;"Betania <Jerusalemdik hurbil> dago, hiru kilometrora edo; ";Jerusalem-ABL;–tik;–dik;postposition;;settlement
Jn011044;And he that was dead came forth, bound hand and foot with graveclothes: and his face was bound about with a napkin. Jesus saith unto them, Loose him, and let him go.; Eta hildakoa <hartzulotik> irten zen. Esku-oinak oihal-zerrendaz loturik eta aurpegia zapi batez estalirik zituen. Jesusek esan zien: «Aska ezazue eta utzi joaten».;cavern-ABL near;–tik;;postposition;English verion does not encode SOURCE.;
Jn010053;Then <from that day> forth they took counsel together for to put him to death.;"Beraz, <ordutik aurrera>, Jesus nola hilko pentsatzen hasi ziren;";moment-ABL fore-ABL;–tik;;postposition;;temporal deixis
Jn012001;Then Jesus six days before the passover came to Bethany, where Lazarus was which had been dead, whom he raised <from the dead>.;Pazkoa baino sei egun lehenago, Jesus Betaniara joan zen, han bizi baitzen Lazaro, <hildakoen artetik> piztu zuena. ;dead-PL.GEN among-ABL;–tik;;postposition;The ABL is added to a spatial postposition;
Jn012006;"This he said, not that he cared for the poor; but because he was a thief, and had the bag, and bare what was put therein.";Hori esan zuen, ez behartsuak axola zitzaizkiolako, lapurra zelako baizik, eta, diru-poltsa berak zuenez, <hara botatzen zutenetik> ostu egiten zuelako.;there-ALL put_into-IPFV PST.E3PL<A3SG-SBRD-ABL;–tik;;postposition;PARTITIVE;
Jn012009;Much people of the Jews therefore knew that he was there: and they came not for Jesus' sake only, but that they might see Lazarus also, whom he had raised <from the dead>.;Juduetariko askok jakin zuten Jesus Betanian zegoela, eta bertara joan ziren, ez Jesusengatik bakarrik, baita <hildakoen artetik> piztu zuen Lazaro ikusteagatik ere. ;dead-PL.GEN among-ABL;–tik;;postposition;The ABL is added to a spatial postposition;
Jn012017;The people therefore that was with him when he called Lazarus out <of his grave>, and raised him from the dead, bare record.;Jesusek Lazaro <hilobitik> deitu eta hildakoen artetik piztu zuenean bertan zen jendeak gertatutakoaren berri ematen zuen.;grave-ABL;–tik;;postposition;;building
Jn012017a;The people therefore that was with him when he called Lazarus out of his grave, and raised him <from the dead>, bare record.;Jesusek Lazaro hilobitik deitu eta <hildakoen artetik> piztu zuenean bertan zen jendeak gertatutakoaren berri ematen zuen.;dead-PL.GEN among-ABL;–tik;;postposition;The ABL is added to a spatial postposition;
Jn012027;"Now is my soul troubled; and what shall I say? Father, save me <from this hour>: but for this cause came I unto this hour.";«Larri dut orain neure barrua. Baina zer esan? <Larrialdi honetatik ateratzeko> eskatuko al diot Aitari? Ez horixe, honetarakoxe etorri bainaiz! ;emergency this.OBL-ABL go_out-NMLZ-REL;–tik;;postposition;;situation
Jn012028;Father, glorify thy name. Then came there a voice <from heaven>, saying, I have both glorified it, and will glorify it again.;Aita, azaldu zeure aintza!» Ahots bat entzun zen orduan <zerutik>: «Azaldu dut, eta berriro ere azalduko dut».;heaven-ABL;–tik;;postposition;;heaven
Jn012032;And I, if I be lifted up <from the earth>, will draw all men unto me.;Eta nik, <lurretik> jasoko nautenean, neuregana erakarriko ditut denak».;ground-ABL;–tik;;postposition;;
Jn012034;The people answered him, We have heard out of the law that Christ abideth for ever: and how sayest thou, The Son of man must be lifted up? who is this Son of man?;Jendeak honela esan zion: –Mesiasek betiko iraungo duela irakasten digute Liburu Santuek. Nola diozu, bada, zuk Gizonaren Semea <lurretik> jaso behar dutela? Nor da Gizonaren Seme hori?;ground-ABL;–tik;;postposition;English version does not explicit SOURCE.;
Jn012036;While ye have light, believe in the light, that ye may be the children of light. These things spake Jesus, and departed, and did <hide himself from them>.;Argia duzuen bitartean, sinetsi argiari, argiaren partaide izan zaitezten. Gauza hauek esan ondoren, Jesus <haiengandik alde egin> eta ezkutatu egin zen.;3PL.GEN-ANIM-ABL move_away.PFV;–tik;–dik;postposition;;
Jn012042;"Nevertheless among the chief rulers also many believed on him; but because of the Pharisees they did not confess him, lest they should be put out <of the synagogue>:";"Halaz guztiz, askok, baita buruzagietakoek ere, sinetsi zuten harengan; baina, fariseuen beldurrez, ez zuten agerian aitortzen, <judu-elkartetik> bota ez zitzaten;";jew_assembly-ABL;–tik;;postposition;;intitution
Jn012043;For they loved the praise of men more than the praise <of God>.;izan ere, giza ohorea maiteago zuten <Jainkoarengandik> datorrena baino.;God-SG-GEN-ANIM-ABL;–tik;–dik;postposition;;God
Jn013002-3;"And supper being ended, the devil having now put into the heart of Judas Iscariot, Simon's son, to betray him; Jesus knowing that the Father had given all things into his hands, and that he was come <from God>, and went to God;";Deabruak Simon Iskarioteren seme Judasi sartua zion buruan Jesus saltzeko asmoa. Jesusek bazekien dena bere esku jarri ziola Aitak, eta <Jainkoarengandik> etorria zela eta Jainkoarengana zihoala.;God-SG-GEN-ANIM-ABL;–tik;–dik;postposition;;God
Jn013004;"He riseth <from supper>, and laid aside his garments; and took a towel, and girded himself.";<mahaitik jaiki>, soingainekoa erantzi eta, eskuzapia harturik, gerrian lotu zuen.;table-ABL rise;–tik;;postposition;;event
Jn014031;"But that the world may know that I love the Father; and as the Father gave me commandment, even so I do. Arise, let us go <hence>."; baina munduak jakin behar du nik Aita maite dudala eta hark agindua zintzo betetzen dudala. Jaiki, goazen <hemendik>! ;here-ABL;–tik;–dik;postposition;;dectic
Jn015019;If ye were of the world, the world would love his own: but because ye are not of the world, but I have chosen you out <of the world>, therefore the world hateth you.;"Mundukoak bazinete, munduak maite izango zintuzkete, nork berea maite duen bezala; baina nik aukeratu eta <mundutik atera zintuztedanez>, munduak gorroto dizue, mundukoak ez zaretelako.";world-ABL;–tik;;postposition;;
Jn015027;And ye also shall bear witness, because ye have been with me <from the beginning>.;Eta zuek ere egingo duzue testigantza, <hasieratik> nirekin egon baitzarete.;beginning-ABL;–tik;;postposition;;time
Jn016002;They shall put you out <of the synagogue>: yea, the time cometh, that whosoever killeth you will think that he doeth God service.;"Zeren eta <judu-elkartetik> bota egingo baitzaituztete; are gehiago, badator ordua, zuek hilko zaituztenak Jainkoari kultu ematen diola uste izango duena.";jew_assembly-ABL;–tik;;postposition;;institution
Jn016004;And these things I said not unto you <at the beginning>, because I was with you.;«Ez nizuen hori <hasieratik esan>, ni zuekin nengoelako. ;beginning-ABL;–tik;;postposition;;time
Jn016010;"Of righteousness, because I go to my Father, and ye see me no more;";"zuzentasunari buruz, Aitarengana noalako, <zuen artetik> desagertuz;";2PL.GEN among-ABL;–tik;;postposition;The ABL marker is added to a spatial postpositon.;
Jn016014;He shall glorify me: for he shall receive <of mine>, and shall shew it unto you.;Berak nire Jainko-aintza azalduko du, adieraziko dizuena <niregandik> hartuko baitu.;1SG-GEN-ANIM-ABL;–tik;–dik;postposition;;
Jn016015;[15] All things that the Father hath are mine: therefore said I, that he shall take <of mine>, and shall shew it unto you.;Aitak duen oro nirea da. Horregatik esan dizuet Espirituak <niregandik> hartuko duela adieraziko dizuena.;1SG-GEN-ANIM-ABL;–tik;–dik;postposition;;
Jn016027;For the Father himself loveth you, because ye have loved me, and have believed that I came out <from God>.;zeren Aitak berak maite baitzaituzte, ni maite izan nauzuelako eta <Jainkoarengandik> etorri naizela sinetsi duzuelako. ;God-SG-GEN-ANIM-ABL;–tik;–dik;postposition;;God
Jn016028;I came forth <from the Father>, and am come into the world: again, I leave the world, and go to the Father.;"<Aitarengandik irten> eta mundura etorri nintzen; orain mundua utzi eta berriro Aitarengana noa».";Father.SG-GEN-ANIM-ABL come_out.PFV;–tik;–dik;postposition;;
Jn016030;Now are we sure that thou knowest all things, and needest not that any man should ask thee: by this we believe that thou camest forth <from God>.;"Ziur dakigu orain dena dakizula eta ez duzula inork galdetu beharrik; honengatik sinesten dugu <Jainkoarengandik> etorri zarela.";God-SG-GEN-ANIM-ABL;–tik;–dik;postposition;;God
Jn016032;Behold, the hour cometh, yea, is now come, that ye shall be scattered, <every man to his own>, and shall leave me alone: and yet I am not alone, because the Father is with me.;Hara, badator ordua –hobeto esan, heldua da–, <nor bere aldetik> sakabanatu eta bakarrik utziko nauzuena. Baina ni ez nago bakarrik, nirekin baitago Aita.;who POSS.EMPH.3SG place-ABL;–tik;;postposition;;
Jn017006;"I have manifested thy name unto the men which thou gavest me out <of the world>: thine they were, and thou gavest them me; and they have kept thy word.";Eman diet zure berri <mundutik> bereizi eta eman zenizkidan gizon-emakumeei. Zureak ziren, zuk neuri eman zenizkidan, eta hauek onartu dute zure mezua. ;world-ABL;–tik;;postposition;;
Jn017007;Now they have known that all things whatsoever thou hast given me are <of thee>.;Badakite orain zuk eman didazun guztia <zuregandik datorrela>;2SG-GEN-ANIM-ABL comes-COMP;–tik;–dik;postposition;;
Jn017008;"For I have given unto them the words which thou gavest me; and they have received them, and have known surely that I came out <from thee>, and they have believed that thou didst send me.";Niri eman dizkidazun irakatsiak eman dizkiet nik, eta hauek onartu egin dituzte. Eta benetan dakite <zuregandik> etorri naizela, baita sinetsi ere zuk bidali nauzula.;2SG-GEN-ANIM-ABL;–tik;–dik;postposition;;
Jn017015;I pray not <that thou shouldest take them out of the world>, but that thou shouldest keep them from the evil.;Ez dizut eskatzen <mundutik ateratzeko>, Gaiztoarengandik babesteko baizik. ;world-ABL go_out-NMLZ-FIN;–tik;;postposition;;
Jn017025;I pray not that thou shouldest take them out of the world, but that thou shouldest keep them <from the evil>.;Ez dizut eskatzen mundutik ateratzeko, <Gaiztoarengandik> babesteko baizik. ;Malign-DET-GEN-ANIM-ABL;–tik;–dik;postposition;;spirit
Jn018009;That the saying might be fulfilled, which he spake, <Of them which thou gavest me> have I lost none.;Horrela bete zen Jesusek berak esana: «<Eman dizkidazunetatik> ez dut bat ere galdu».;give.PFV PRS.A3PL-D1SG-E2SG-SBRD-PL-ABL;–tik;;postposition;;
Jn018028;"Then led they Jesus <from Caiaphas unto the hall of judgment>: and it was early; and they themselves went not into the judgment hall, lest they should be defiled; but that they might eat the passover.";<Kaifasenetik gobernariaren jauregira> eraman zuten Jesus. Goizaldea zen. Judu-agintariak ez ziren sartu jauregira, ez kutsatzeko, ezin izango baitzuten bestela Pazko-afarian parte hartu.;Caiaphas-GEN-ABL governor-SG-GEN palace-ALL;–tik;;postposition;In Basque English 'From X's' (meaning house) is expressed by the agglutination of ABL to the GEN.;building
Jn019017;And he bearing his cross went forth into a place called the place of a skull, which is called in the Hebrew Golgotha:;eta hau, gurutzea lepoan zuela, <hiritik> «Burezur» –hebreeraz Golgota– zeritzan tokirantz irten zen. ;city-ABL;–tik;;postposition;English does not explicit SOURCE.;settlement
Jn019020;This title then read many of the Jews: for the place where Jesus was crucified was <nigh to the city>: and it was written in Hebrew, and Greek, and Latin.;"Judu askok irakurri zuen kartela, <hiritik hurbil> baitzegoen Jesus gurutziltzatu zuten lekua; gainera, hebreeraz, latinez eta grekoz zegoen idatzia. ";city-ABL near;–tik;;postposition;;settlement
Jn019023;"Then the soldiers, when they had crucified Jesus, took his garments, and made four parts, to every soldier a part; and also his coat: now the coat was without seam, <woven from the top throughout>.";"Soldaduek, Jesus gurutziltzatu ondoren, haren jantziak hartu eta lau zati egin zituzten, bakoitzarentzat bana; gero tunika hartu zuten, baina josturarik gabea zenez, <goitik behera ehundua>, ";top-ABL bottom-ALL woven-DET;–tik;;postposition;;
Jn019031;The Jews therefore, because it was the preparation, that the bodies should not remain upon the cross on the sabbath day, (for that sabbath day was an high day,) besought Pilate that their legs might be broken, and that they might be taken away.;Pazko-jairako prestaketak egiteko eguna zen, eta judu-agintariek ez zuten nahi gorpuak larunbatez gurutzean gelditzerik, larunbat hura oso jaiegun handia baitzen. Horregatik, gurutziltzatuei berna-hezurrak hautsi eta <handik> kentzeko eskatu zioten Pilatori.;there-ABL;–tik;–dik;postposition;English version does not explicit SOURCE.;deictic
Jn019041;"Now <in the place where he was crucified> there was a garden; and in the garden a new sepulchre, wherein was never man yet laid.";<Jesus gurutziltzatu zuten lekutik hurbil> baratze bat zegoen eta, baratzean, ordu arte inor ipini gabeko hilobi berri bat.;Jesus crucify-PFV PST.A3SG<E3PL-SBRD place-ABL near;–tik;;postposition;;
